,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
8078,576,France,Female,50,8,0.0,2,yes,yes,57802.62
8079,643,France,Male,37,6,0.0,2,no,no,142454.77
8080,757,France,Male,47,3,130747.1,1,yes,no,143829.54
8081,569,Germany,Male,30,6,106629.49,1,no,yes,44114.88
8082,772,Spain,Male,36,3,112029.83,1,yes,yes,186948.35
8083,576,Germany,Male,29,7,130575.26,1,no,yes,173629.78
8084,608,Germany,Male,28,4,96679.71,1,yes,yes,49133.45
8085,794,France,Male,33,0,0.0,2,no,no,178122.71
8086,593,France,Male,50,6,171740.69,1,no,no,20893.61
8087,597,Spain,Male,38,1,0.0,2,yes,no,41303.29
8088,541,Germany,Female,39,9,100116.67,1,yes,yes,199808.1
8089,692,Germany,Male,24,2,120596.93,1,no,yes,180490.53
8090,697,France,Female,48,1,0.0,2,yes,yes,87400.53
8091,768,France,Male,29,2,95984.69,2,yes,yes,73686.75
8092,802,France,Male,38,1,142557.11,1,yes,yes,172497.73
8093,584,France,Male,47,5,0.0,2,yes,no,89286.29
8094,614,Spain,Male,66,2,0.0,2,no,yes,180082.7
8095,850,Germany,Female,36,6,143644.16,1,yes,no,22102.25
8096,671,France,Female,38,6,132129.72,1,no,yes,76068.95
8097,626,France,Female,52,0,0.0,2,yes,no,32159.46
8098,770,France,Female,68,2,183555.24,1,no,no,159557.28
8099,633,France,Male,38,2,91902.56,2,yes,yes,107673.35
8100,663,France,Male,40,6,156218.19,1,no,yes,33607.72
8101,581,Germany,Female,43,5,93259.57,3,yes,no,141035.65
8102,561,Germany,Female,45,2,168085.38,2,no,yes,115719.08
8103,479,Germany,Male,51,1,107714.74,3,yes,no,86128.21
8104,769,France,Female,31,6,117852.26,2,yes,no,147668.64
8105,659,Spain,Male,60,2,0.0,1,yes,no,177480.45
8106,590,Spain,Female,51,10,84474.62,2,yes,yes,190937.09
8107,560,France,Male,50,3,0.0,2,yes,no,84531.79
8108,437,Germany,Male,35,6,126803.34,2,yes,yes,161133.4
8109,661,France,Female,34,0,0.0,2,yes,no,185555.63
8110,677,Germany,Female,36,10,68806.84,1,yes,no,33075.24
8111,560,France,Female,31,3,115141.18,1,yes,no,39806.75
8112,578,France,Female,35,2,0.0,2,no,yes,26389.92
8113,421,Spain,Male,34,6,90723.36,1,yes,yes,12162.76
8114,492,Germany,Female,49,2,151249.45,2,yes,yes,167237.94
8115,545,France,Female,32,6,0.0,2,yes,yes,52067.37
8116,640,Germany,Female,43,9,94752.49,1,yes,no,184006.36
8117,624,Spain,Female,34,6,0.0,1,yes,no,582.59
8118,577,Spain,Male,28,7,0.0,1,yes,no,143274.41
8119,704,France,Male,31,5,132084.66,3,yes,yes,54474.48
8120,523,France,Male,45,5,0.0,2,yes,yes,121428.2
8121,793,France,Male,35,2,0.0,2,yes,yes,79704.12
8122,564,France,Female,53,2,45472.28,1,yes,yes,41055.71
8123,711,France,Male,33,1,0.0,1,no,no,41590.4
8124,791,Germany,Female,33,10,130229.71,2,no,no,54019.93
8125,629,Germany,Female,38,9,123948.85,1,yes,no,76053.07
8126,729,Germany,Male,39,6,127415.85,1,yes,yes,184977.2
8127,651,Germany,Male,35,8,110067.71,1,yes,no,127678.95
8128,695,Spain,Male,39,4,65521.2,1,yes,yes,1243.97
8129,847,Spain,Male,31,5,0.0,2,yes,yes,76326.67
8130,704,France,Male,47,5,0.0,2,yes,yes,145338.61
8131,613,Germany,Male,33,3,155736.42,2,yes,yes,57751.21
8132,692,Spain,Female,29,4,0.0,2,no,no,138880.24
8133,720,France,Female,34,3,118307.57,2,yes,yes,136120.29
8134,577,France,Male,41,6,0.0,1,yes,yes,167621.18
8135,710,Germany,Female,24,7,103099.17,2,yes,no,173276.62
8136,716,France,Female,38,1,0.0,2,yes,yes,99661.46
8137,410,France,Male,33,6,125789.69,1,no,no,66333.56
8138,584,Germany,Female,36,4,109646.83,1,yes,yes,70240.79
8139,792,France,Male,30,1,127187.86,1,yes,yes,113553.42
8140,605,France,Female,36,6,0.0,1,no,yes,690.84
8141,486,Spain,Male,24,1,0.0,1,yes,no,98802.76
8142,615,France,Male,41,4,130385.82,1,no,yes,130661.95
8143,676,France,Male,23,1,107787.47,1,no,yes,116378.82
8144,571,France,Male,34,1,99325.04,2,no,yes,186052.15
8145,850,France,Female,37,9,0.0,1,no,no,100101.06
8146,717,France,Male,48,7,123764.95,1,yes,yes,169952.82
8147,642,Germany,Female,39,8,128264.03,1,yes,no,61792.76
8148,780,Spain,Male,47,7,86006.21,1,yes,yes,37973.13
8149,492,Germany,Female,38,8,57068.43,2,yes,no,188974.81
8150,760,Germany,Male,29,5,103607.24,2,no,yes,86334.64
8151,500,Spain,Male,40,1,99004.24,1,yes,yes,152845.99
8152,654,Spain,Female,36,2,0.0,2,yes,yes,146652.11
8153,606,Spain,Female,25,3,147386.72,3,yes,no,45482.04
8154,367,Spain,Male,42,6,93608.28,1,yes,no,168816.73
8155,799,Spain,Male,38,2,0.0,2,yes,yes,59297.34
8156,434,Germany,Male,71,9,119496.87,1,yes,no,125848.88
8157,719,Spain,Female,32,7,0.0,1,no,no,76264.27
8158,641,France,Female,37,2,0.0,2,yes,no,3939.87
8159,461,Spain,Female,25,6,0.0,2,yes,yes,15306.29
8160,790,Germany,Female,25,5,152885.77,1,yes,no,58214.79
8161,588,France,Male,31,4,99607.37,2,no,yes,35877.03
8162,621,France,Male,27,4,137003.68,1,yes,no,21254.06
8163,768,Germany,Male,48,3,122831.58,1,yes,yes,24533.89
8164,681,Spain,Male,38,2,99811.44,2,yes,no,23531.5
8165,606,Spain,Male,37,8,154712.58,2,yes,no,89099.18
8166,542,Spain,Male,37,8,0.0,1,yes,yes,807.06
8167,713,Germany,Female,24,7,147687.24,1,yes,yes,121592.5
8168,597,Spain,Female,33,2,0.0,2,yes,yes,4700.66
8169,635,France,Male,27,3,127009.83,1,yes,no,161909.95
8170,599,Germany,Male,61,1,124737.96,1,no,yes,90389.61
8171,496,Spain,Female,44,0,179356.28,2,yes,no,2919.21
8172,759,Spain,Male,31,8,0.0,2,yes,yes,99086.74
8173,757,Germany,Male,31,1,127320.36,3,yes,no,163170.32
8174,564,Spain,Male,31,0,125175.58,1,yes,yes,72757.33
8175,561,France,Female,22,6,186788.96,2,yes,no,73286.8
8176,702,France,Male,40,3,148556.74,1,no,yes,146056.29
8177,678,Germany,Female,40,8,128644.46,1,no,no,167673.37
8178,707,France,Female,46,7,127476.73,2,yes,yes,146011.55
8179,610,France,Female,27,9,159561.93,1,no,yes,103381.47
8180,744,France,Male,42,1,112419.92,1,yes,yes,83022.92
8181,598,France,Male,28,8,129991.76,2,no,yes,46041.08
8182,562,Spain,Male,36,5,0.0,1,no,yes,182843.24
8183,621,Spain,Female,59,2,0.0,2,yes,yes,171364.18
8184,659,France,Female,50,3,0.0,1,yes,no,183399.12
8185,722,Germany,Female,40,6,89175.06,2,no,yes,152883.95
8186,606,France,Female,39,3,0.0,2,yes,no,50560.45
8187,603,Spain,Female,39,5,162390.52,2,yes,no,54702.66
8188,506,Germany,Female,59,3,190353.08,1,yes,no,78365.75
8189,715,France,Male,21,8,0.0,2,yes,no,68666.63
8190,690,France,Male,47,2,0.0,2,yes,no,151375.73
8191,644,France,Female,40,10,139180.97,1,yes,yes,19959.67
8192,589,France,Male,36,8,114435.47,1,yes,no,26955.72
8193,592,France,Female,66,5,149950.19,1,yes,yes,76267.59
8194,632,France,Male,42,4,126115.6,1,yes,no,100998.5
8195,577,Germany,Female,59,7,111396.97,1,no,yes,191070.01
8196,588,France,Male,30,3,115007.08,1,no,no,176858.5
8197,617,France,Male,54,6,102141.9,1,yes,yes,45325.26
8198,668,Spain,Female,36,3,133686.52,1,yes,no,190958.48
8199,810,France,Male,32,9,120879.73,2,no,yes,78896.59
8200,767,Spain,Male,47,5,0.0,1,yes,no,121964.46
8201,718,Spain,Female,49,10,82321.88,1,no,yes,11144.4
8202,589,Spain,Female,27,4,0.0,2,yes,no,144181.48
8203,778,Spain,Male,33,5,116474.28,2,yes,yes,32757.55
8204,724,France,Female,34,3,132352.69,1,yes,no,80320.3
8205,477,Germany,Female,39,4,182491.57,1,yes,no,185830.72
8206,580,France,Male,34,6,0.0,2,yes,yes,160095.31
8207,566,Spain,Male,63,2,120787.18,2,yes,yes,52198.84
8208,711,France,Female,29,3,130181.47,2,yes,no,31811.44
8209,706,Germany,Male,32,5,88348.43,2,yes,yes,104181.78
8210,703,Spain,Male,31,6,0.0,2,yes,yes,67667.19
8211,679,Germany,Male,39,2,146186.28,2,yes,yes,193974.47
8212,603,France,Male,32,7,0.0,1,yes,no,198055.94
8213,598,Spain,Male,34,0,104488.17,1,no,yes,43249.67
8214,836,Germany,Female,32,4,109196.67,2,yes,no,55218.02
8215,687,France,Female,61,7,80538.56,1,yes,no,131305.37
8216,704,Germany,Male,41,4,109026.8,2,yes,yes,43117.1
8217,605,Germany,Male,75,2,61319.63,1,no,yes,186655.11
8218,516,France,Female,40,9,0.0,2,no,yes,33266.29
8219,572,France,Female,39,2,0.0,2,yes,yes,555.28
8220,557,France,Male,42,6,177822.03,1,yes,no,150944.31
8221,443,Germany,Male,59,4,110939.3,1,yes,no,72846.58
8222,604,Germany,Male,25,7,165413.43,1,yes,yes,35279.74
8223,483,France,Male,27,1,77805.66,1,yes,yes,2101.89
8224,702,France,Male,50,3,0.0,2,no,no,94949.84
8225,670,Spain,Female,57,3,175575.95,2,yes,no,99061.75
8226,804,Spain,Female,38,3,124197.22,1,yes,no,74692.06
8227,850,France,Female,30,3,0.0,2,yes,no,116692.8
8228,554,France,Female,39,10,160132.75,1,yes,no,32824.15
8229,588,Germany,Female,37,7,70258.88,2,yes,no,139607.61
8230,758,Germany,Male,32,4,162657.64,2,yes,yes,115525.13
8231,787,Germany,Male,43,0,132217.45,1,yes,no,20955.03
8232,582,Spain,Male,25,9,148042.97,2,yes,no,52341.15
8233,633,Spain,Female,33,4,92855.02,1,yes,yes,159813.18
8234,766,Germany,Male,47,9,129289.98,1,yes,no,169935.46
8235,564,Spain,Male,37,9,100252.18,1,yes,yes,146033.52
8236,602,Spain,Male,37,3,107592.89,2,no,yes,153122.73
8237,649,France,Male,39,3,113096.41,1,yes,yes,60335.24
8238,679,Spain,Female,40,7,0.0,2,yes,yes,163757.29
8239,639,Spain,Male,34,7,149940.04,2,no,no,156648.81
8240,790,Germany,Male,50,8,121438.58,1,yes,yes,176471.78
8241,565,France,Male,32,9,0.0,2,yes,no,5388.3
8242,478,France,Female,50,2,0.0,1,no,yes,93332.64
8243,825,France,Male,29,3,148874.01,2,no,yes,71192.82
8244,528,Spain,Female,32,0,68138.37,1,yes,yes,170309.19
8245,577,Spain,Male,35,5,110080.3,1,yes,yes,109794.31
8246,663,France,Male,24,7,0.0,2,yes,yes,166310.82
8247,505,Germany,Female,25,5,114268.85,2,yes,yes,126728.27
8248,633,Germany,Male,29,6,117412.35,1,no,no,30338.94
8249,586,France,Female,38,6,0.0,2,yes,yes,37935.83
8250,850,France,Female,35,9,0.0,2,no,no,25329.48
8251,629,Germany,Female,37,1,35549.81,2,no,no,49676.33
8252,744,France,Male,56,9,0.0,2,yes,yes,169498.61
8253,750,France,Male,36,7,136492.92,3,yes,yes,26500.29
8254,637,Germany,Male,28,3,123675.69,1,yes,yes,166458.41
8255,575,France,Female,40,1,139532.34,1,yes,no,181294.39
8256,671,Spain,Male,58,1,178713.98,1,yes,yes,21768.21
8257,571,France,Male,40,5,0.0,2,no,no,72849.29
8258,590,France,Male,41,1,89086.31,1,yes,no,24499.97
8259,619,Spain,Male,38,3,96143.47,1,no,no,98994.92
8260,640,Germany,Female,30,5,32197.64,1,no,yes,141446.01
8261,670,France,Male,38,7,0.0,2,yes,yes,77864.41
8262,737,France,Female,33,4,0.0,2,yes,no,115115.32
8263,555,Spain,Male,32,10,0.0,2,no,yes,168605.96
8264,742,France,Male,33,6,0.0,2,no,no,38550.4
8265,618,Germany,Female,40,0,140306.38,1,yes,no,160618.61
8266,560,France,Female,35,1,0.0,2,yes,no,3701.63
8267,654,France,Male,38,8,0.0,2,yes,no,88659.44
8268,787,Germany,Female,42,2,74483.97,2,no,yes,44273.91
8269,611,France,Female,53,7,0.0,2,no,yes,156495.39
8270,559,Spain,Male,34,0,0.0,1,yes,no,182988.94
8271,481,France,Male,37,8,152303.66,2,yes,yes,175082.2
8272,753,Germany,Male,32,5,159904.79,1,yes,no,148811.14
8273,675,France,Male,32,1,0.0,3,yes,no,85901.09
8274,748,Germany,Female,31,1,99557.94,1,yes,no,199255.32
8275,610,Spain,Female,46,5,116886.59,1,no,no,107973.44
8276,580,Spain,Male,32,9,142188.2,2,no,yes,128028.6
8277,624,Germany,Female,40,3,149961.99,2,yes,no,104610.86
8278,709,France,Female,36,8,0.0,2,yes,yes,69676.55
8279,605,France,Female,34,2,0.0,1,no,no,35982.42
8280,706,Spain,Male,53,7,0.0,2,no,yes,117939.17
8281,567,Spain,Male,40,8,28649.64,1,yes,yes,95140.62
8282,747,France,Female,21,4,81025.6,2,yes,no,167682.57
8283,664,France,Male,57,1,0.0,2,yes,yes,56562.57
8284,711,France,Female,39,3,152462.79,1,yes,no,90305.97
8285,609,France,Male,25,10,0.0,1,no,yes,109895.16
8286,632,Spain,Male,28,7,155519.59,1,yes,no,1843.24
8287,725,France,Female,36,1,118851.05,1,yes,yes,102747.02
8288,850,France,Female,34,9,92899.27,2,yes,no,97465.89
8289,682,France,Male,40,4,0.0,1,no,yes,105352.55
8290,797,France,Male,37,4,75263.7,1,yes,no,85801.77
8291,668,Spain,Male,38,1,147904.31,1,yes,yes,69370.05
8292,783,Germany,Female,41,5,106640.5,1,yes,no,176945.96
8293,766,Germany,Female,28,4,90696.78,1,no,yes,21597.2
8294,704,Spain,Female,36,2,175509.8,2,yes,no,152039.67
8295,722,France,Male,40,6,0.0,2,yes,yes,111893.09
8296,692,France,Female,34,7,0.0,2,yes,no,195074.62
8297,584,France,Female,35,2,114321.28,2,no,no,15959.01
8298,644,Germany,Female,51,4,95560.04,1,no,no,72628.84
8299,598,Germany,Female,50,5,88379.81,3,no,yes,64157.24
8300,733,Germany,Male,48,7,85915.52,1,yes,yes,23860.5
8301,615,Germany,Male,58,3,72309.3,1,yes,yes,85687.09
8302,850,France,Female,39,2,0.0,2,yes,no,179451.42
8303,521,France,Male,43,8,0.0,1,yes,yes,93180.09
8304,675,France,Male,69,1,0.0,2,yes,no,157097.09
8305,746,France,Male,58,3,0.0,3,yes,yes,80344.96
8306,770,France,Female,33,4,0.0,1,yes,no,26080.54
8307,618,France,Male,30,3,133844.22,1,yes,yes,31406.93
8308,556,France,Male,36,7,154872.08,2,yes,yes,32044.64
8309,749,France,Female,27,9,0.0,2,yes,no,132734.87
8310,702,Spain,Male,43,6,116121.67,1,yes,no,61602.42
8311,555,Germany,Male,42,6,107104.5,1,yes,yes,41304.44
8312,587,France,Male,47,6,71026.77,1,yes,no,57962.41
8313,639,France,Male,38,3,0.0,1,yes,no,42862.82
8314,643,France,Male,33,4,0.0,2,yes,yes,152992.04
8315,600,France,Female,41,1,0.0,2,yes,yes,91193.65
8316,651,France,Male,53,7,0.0,2,yes,yes,130132.41
8317,666,France,Female,27,4,0.0,2,no,no,88751.45
8318,520,France,Female,39,6,145644.05,1,no,no,104118.93
8319,650,Spain,Female,50,7,129667.77,1,no,no,42028.16
8320,564,Germany,Male,33,3,109341.87,1,yes,no,75632.78
8321,586,France,Male,64,1,0.0,2,yes,yes,53710.23
8322,617,France,Female,35,5,0.0,2,no,yes,13066.3
8323,712,Spain,Female,30,6,0.0,2,yes,no,152417.97
8324,654,France,Male,55,3,87485.67,1,yes,yes,3299.01
8325,605,France,Male,27,9,0.0,2,yes,no,198091.81
8326,491,France,Female,36,0,53369.13,1,yes,yes,103934.12
8327,707,France,Female,35,9,0.0,2,yes,yes,70403.65
8328,638,Spain,Male,34,5,146679.77,1,yes,no,102179.86
8329,683,France,Male,43,2,112499.42,2,yes,no,30375.18
8330,815,Spain,Female,38,2,48387.0,1,yes,no,184796.84
8331,645,Spain,Male,38,1,68079.8,1,no,yes,166264.89
8332,645,Germany,Male,49,4,160133.88,1,no,yes,88391.97
8333,683,France,Male,30,4,66190.33,1,yes,yes,115186.97
8334,705,France,Female,37,10,0.0,2,yes,yes,13935.53
8335,647,France,Male,35,4,123761.68,1,yes,no,83910.4
8336,786,Germany,Female,33,0,122325.58,1,no,no,34712.34
8337,534,France,Male,41,9,0.0,2,yes,no,13871.34
8338,602,Spain,Female,42,1,138912.17,1,yes,yes,139494.75
8339,695,France,Female,42,0,0.0,2,no,yes,140724.64
8340,553,Germany,Female,25,7,128524.19,2,yes,no,20682.46
8341,516,Spain,Female,31,3,0.0,2,yes,no,124202.26
8342,655,France,Female,34,3,0.0,2,yes,no,159638.77
8343,849,Germany,Female,49,9,132934.89,1,yes,no,171056.65
8344,520,Germany,Male,43,3,150805.17,3,no,yes,25333.03
8345,568,Spain,Female,46,3,0.0,2,yes,yes,29372.62
8346,695,Spain,Male,32,9,0.0,3,no,yes,38533.79
8347,807,Spain,Female,28,7,165969.26,3,yes,no,156122.13
8348,642,Germany,Female,36,2,124495.98,3,yes,yes,57904.22
8349,703,Germany,Male,39,1,141559.5,1,yes,yes,31257.1
8350,556,France,Male,38,2,114756.14,1,yes,no,193214.05
8351,585,France,Female,30,6,0.0,2,yes,yes,137757.69
8352,587,Germany,Female,49,7,155393.98,2,yes,no,13308.2
8353,524,Spain,Female,32,6,0.0,1,yes,yes,132861.9
8354,556,Germany,Female,31,1,128663.81,2,yes,no,125083.29
8355,504,Spain,Male,44,4,113522.64,1,yes,yes,12405.2
8356,731,Spain,Female,26,3,0.0,2,yes,no,37697.29
8357,651,France,Male,34,3,0.0,2,yes,yes,105599.65
8358,675,Spain,Female,40,8,79035.95,1,yes,no,142783.98
8359,657,Spain,Female,22,6,0.0,3,no,yes,168412.07
8360,686,Germany,Male,33,9,141918.09,2,no,yes,184036.47
8361,690,France,Female,35,9,107944.33,2,no,no,48478.47
8362,567,France,Male,36,7,0.0,2,no,yes,3896.08
8363,557,Germany,Male,57,1,120043.13,1,yes,no,132370.75
8364,446,Spain,Female,45,10,125191.69,1,yes,yes,128260.86
8365,850,France,Male,31,1,96399.31,2,yes,no,106534.15
8366,637,France,Male,41,2,0.0,2,no,yes,102515.42
8367,499,France,Male,60,7,76961.6,2,yes,yes,83643.87
8368,622,Germany,Female,34,7,98675.74,1,yes,no,138906.85
8369,684,Germany,Male,37,1,126817.13,2,yes,yes,29995.83
8370,612,France,Male,32,3,121394.42,1,yes,no,164081.42
8371,813,Germany,Female,29,5,106059.4,1,no,no,187976.88
8372,850,Germany,Male,44,2,112755.34,2,no,no,158171.36
8373,795,Spain,Male,29,4,0.0,2,no,no,155711.64
8374,628,Spain,Female,55,7,0.0,3,yes,no,85890.75
8375,565,Germany,Female,38,7,145400.69,2,yes,yes,83844.79
8376,601,France,Male,39,3,72647.64,1,yes,no,41777.9
8377,802,Spain,Male,40,4,0.0,2,yes,yes,81908.09
8378,614,Germany,Female,37,6,96340.81,2,yes,yes,139377.24
8379,434,Spain,Male,55,6,0.0,1,no,yes,73562.05
8380,522,Germany,Male,32,8,124450.36,2,yes,yes,165786.1
8381,550,Germany,Male,36,2,113877.23,2,yes,no,174921.91
8382,599,Spain,Male,25,3,0.0,2,yes,yes,120790.02
8383,493,France,Female,36,5,148667.81,2,yes,no,56092.51
8384,755,France,Male,34,3,0.0,2,yes,yes,158816.03
8385,605,France,Female,62,4,111065.93,2,no,yes,125660.99
8386,708,France,Male,41,0,0.0,1,yes,no,128400.62
8387,699,France,Male,44,8,158697.61,1,yes,no,107181.22
8388,763,France,Female,53,4,0.0,1,yes,no,77203.72
8389,743,Spain,Male,25,6,0.0,2,yes,no,129740.11
8390,660,France,Female,48,0,90044.32,2,no,yes,187604.97
8391,619,Germany,Male,38,10,84651.79,1,yes,yes,184754.26
8392,739,Germany,Male,32,3,102128.27,1,yes,no,63981.37
8393,769,Germany,Male,60,9,148846.39,1,yes,no,192831.67
8394,692,France,Male,69,10,154953.94,1,yes,yes,70849.47
8395,560,France,Female,30,0,108883.29,1,yes,no,27914.95
8396,607,France,Female,48,4,112070.86,3,yes,no,173568.3
8397,630,Germany,Male,29,6,131354.39,1,no,yes,9324.31
8398,767,Germany,Female,45,7,132746.2,2,yes,no,26628.88
8399,543,France,Female,34,8,0.0,2,no,yes,145601.8
8400,776,France,Male,39,8,125211.55,2,yes,no,144496.07
8401,535,Spain,Male,58,1,0.0,2,yes,yes,11779.98
8402,549,Germany,Male,36,6,139422.37,1,no,no,83983.39
8403,844,France,Female,28,4,0.0,2,no,yes,123318.37
8404,586,Germany,Female,47,5,157099.47,2,yes,yes,65481.86
8405,583,France,Male,40,3,0.0,2,yes,no,47728.0
8406,701,Spain,Male,26,5,83600.24,1,no,yes,59195.05
8407,726,France,Male,28,2,0.0,1,no,no,98060.51
8408,829,Germany,Male,36,4,81795.74,2,yes,no,90106.94
8409,749,Spain,Male,38,9,129378.32,1,yes,yes,13549.34
8410,743,France,Female,46,9,0.0,1,yes,no,113436.08
8411,619,Spain,Female,56,7,0.0,2,yes,yes,42442.21
8412,699,France,Male,22,9,99339.0,1,yes,no,68297.61
8413,749,Spain,Male,36,7,0.0,2,no,no,80134.65
8414,600,Germany,Female,29,6,74430.1,2,yes,yes,96051.1
8415,760,Spain,Male,38,3,91241.85,1,no,yes,80682.35
8416,528,Germany,Male,32,2,99092.45,1,no,yes,111149.98
8417,630,France,Female,26,5,0.0,2,yes,no,182612.38
8418,683,Germany,Female,39,2,100062.16,2,yes,no,109201.43
8419,677,Germany,Female,26,6,98723.67,1,no,yes,151146.67
8420,669,Spain,Male,29,9,0.0,1,yes,yes,93901.61
8421,693,France,Male,43,6,128760.32,1,yes,no,36342.79
8422,612,Spain,Female,52,5,144772.69,1,no,no,98302.57
8423,719,Spain,Male,44,4,0.0,1,no,no,84972.9
8424,702,France,Male,26,2,71281.29,1,yes,yes,108747.12
8425,755,France,Male,29,9,117035.89,1,yes,yes,21862.19
8426,514,France,Male,26,1,0.0,2,no,no,121551.93
8427,753,France,Female,40,0,3768.69,2,yes,no,177065.24
8428,548,Germany,Female,36,2,108913.84,2,yes,yes,140460.01
8429,850,Germany,Male,28,2,101100.22,2,yes,yes,35337.31
8430,612,France,Female,38,7,110615.47,1,yes,yes,193502.93
8431,628,Germany,Male,33,8,152143.89,1,yes,yes,32174.03
8432,479,France,Male,47,6,121797.09,1,no,yes,5811.9
8433,724,France,Female,41,5,109798.25,1,no,yes,149593.61
8434,512,Germany,Male,41,7,122403.24,1,no,yes,37439.9
8435,638,France,Female,43,3,145860.98,1,yes,yes,142763.51
8436,834,Spain,Male,40,7,0.0,2,no,no,45038.74
8437,781,France,Male,29,9,0.0,2,no,no,172097.4
8438,707,Germany,Female,48,7,105086.74,1,yes,yes,180344.69
8439,670,France,Male,22,2,114991.45,1,yes,yes,37392.56
8440,663,Spain,Female,33,8,96769.04,1,yes,yes,36864.05
8441,624,France,Female,23,5,0.0,2,no,no,132418.59
8442,598,France,Female,34,4,0.0,2,no,no,60894.26
8443,619,Germany,Male,23,5,132725.1,1,yes,yes,143913.33
8444,792,France,Female,70,3,0.0,2,yes,yes,172240.27
8445,683,France,Female,26,7,0.0,2,yes,no,86619.77
8446,691,France,Female,33,6,0.0,2,yes,no,164074.89
8447,765,Spain,Female,33,5,84557.82,1,yes,yes,69039.43
8448,508,France,Male,49,1,93817.41,2,yes,yes,132468.76
8449,637,France,Female,33,9,113913.53,1,no,yes,65316.5
8450,667,Germany,Female,44,5,140406.68,2,no,yes,57164.19
8451,575,Spain,Female,22,8,105229.34,1,yes,yes,34397.08
8452,744,Spain,Female,46,1,0.0,3,yes,yes,177431.59
8453,567,France,Female,41,9,137891.35,1,yes,no,142009.46
8454,502,France,Female,35,6,0.0,2,yes,yes,80618.47
8455,609,France,Female,53,6,0.0,2,yes,yes,124218.27
8456,715,France,Male,37,9,165252.52,1,yes,no,85286.3
8457,541,France,Male,32,8,0.0,2,no,no,40889.14
8458,850,France,Female,71,4,0.0,2,yes,yes,107236.87
8459,595,Spain,Male,23,7,0.0,2,yes,yes,168085.97
8460,650,Germany,Female,28,5,122034.4,3,no,yes,146663.43
8461,625,France,Female,44,7,0.0,1,yes,no,4791.8
8462,817,France,Male,59,1,118962.58,1,yes,yes,120819.58
8463,526,Spain,Male,49,2,0.0,1,yes,no,114539.67
8464,850,France,Female,34,4,71379.53,2,yes,yes,154000.99
8465,598,France,Female,40,2,171178.25,1,yes,no,137980.58
8466,613,France,Male,36,9,131307.11,1,no,no,83343.73
8467,709,Spain,Male,62,3,0.0,2,yes,yes,82195.15
8468,678,Spain,Female,27,5,87099.85,2,yes,no,149550.95
8469,720,France,Male,71,5,183135.39,2,yes,yes,197688.5
8470,662,France,Male,26,0,0.0,2,no,yes,72929.96
8471,525,France,Male,51,10,0.0,3,yes,no,171045.35
8472,662,France,Male,31,3,0.0,2,no,yes,27731.05
8473,770,France,Female,33,6,0.0,2,yes,yes,126131.9
8474,721,Spain,Female,33,4,72535.45,1,yes,yes,103931.49
8475,633,Germany,Male,58,2,128137.42,2,yes,no,147635.33
8476,701,France,Male,51,9,0.0,2,no,no,61961.57
8477,556,Germany,Male,42,0,115915.53,2,no,yes,125435.47
8478,639,France,Male,66,0,0.0,2,no,yes,42240.54
8479,632,France,Male,50,2,0.0,2,no,no,57942.88
8480,456,France,Male,29,5,107000.49,1,yes,yes,153419.62
8481,729,Spain,Female,38,10,0.0,2,yes,no,189727.12
8482,632,France,Female,34,2,0.0,2,no,no,165385.55
8483,433,Spain,Male,34,9,152806.74,1,yes,no,19687.99
8484,802,France,Female,60,3,92887.06,1,yes,no,39473.63
8485,670,France,Male,25,7,0.0,2,yes,yes,144723.38
8486,738,Germany,Female,40,6,114940.67,2,yes,yes,194895.57
8487,706,Germany,Male,34,0,140641.26,2,yes,yes,77271.91
8488,592,Germany,Female,70,5,71816.74,2,yes,no,105096.82
8489,522,France,Female,41,7,0.0,2,no,yes,176780.39
8490,746,France,Male,48,5,165282.42,1,yes,no,153786.46
8491,651,Spain,Male,42,2,143145.87,2,yes,no,43612.06
8492,494,France,Male,28,9,114731.76,2,no,yes,79479.74
8493,753,Germany,Female,46,9,113909.69,3,yes,no,92320.37
8494,671,Germany,Male,36,2,116695.27,1,no,no,193201.86
8495,696,France,Male,42,4,0.0,1,no,no,126353.13
8496,577,Spain,Male,43,3,0.0,2,yes,yes,135008.92
8497,587,France,Male,36,1,0.0,2,no,yes,17135.6
8498,712,Germany,Male,37,7,93978.96,2,yes,no,60651.77
8499,498,Germany,Male,35,2,121968.11,2,no,yes,188343.05
8500,660,France,Male,37,2,97324.91,1,yes,no,23291.83
8501,678,Spain,Male,29,6,0.0,2,yes,no,64443.75
8502,530,France,Male,37,8,0.0,2,yes,yes,287.99
8503,559,France,Female,48,2,0.0,2,no,yes,137961.41
8504,624,France,Male,42,3,145155.37,1,yes,no,72169.95
8505,592,France,Male,28,5,137222.77,1,no,no,39608.58
8506,767,France,Male,48,9,0.0,2,no,yes,175458.21
8507,653,Germany,Female,38,5,114268.22,2,yes,yes,89524.83
8508,678,Spain,Male,27,2,0.0,2,yes,yes,13221.25
8509,586,Spain,Female,42,2,0.0,1,yes,no,102889.34
8510,550,France,Female,40,8,150490.32,1,no,no,166468.21
8511,643,Germany,Male,28,9,160858.13,2,yes,no,27149.27
8512,612,Spain,Male,39,5,170288.38,1,yes,yes,59601.15
8513,674,Germany,Female,27,4,111568.01,1,no,yes,22026.18
8514,657,Spain,Male,29,7,83889.03,1,yes,no,153059.62
